main_cate_name,sub_cate_name,ranking,title,ori_price,dis_price,discount_percent
패션의류,남성의류,49,[밀레]갤러리아  남성용 긴팔 2PACK 기능성 라운드 티셔츠 MVNFT301,39000,28860,26
패션의류,남성의류,50,[앤드지 바이 지오지아][앤드지] BY지오지아 20년 춘추 이모션 정장 3종 택1(BZA1SB1104 1105 1,99000,69300,30
패션의류,남성의류,51,[앨빈클로]남성 여성 오버핏 무지 반팔티 헨리넥 반바지 티셔츠,39600,11900,69
패션의류,남성의류,52,[바쏘옴므]바쏘옴므 20FW 신상 티셔츠/니트/수트 전상품 특가,156000,47000,69
화장품/헤어,샴푸/헤어에센스/스타일링,42,[미쟝센]트리트먼트 초대용량 1L 종류별 3개세트,27900,25900,7
화장품/헤어,샴푸/헤어에센스/스타일링,43,[케라시스]케라시스 퍼퓸 샴푸/린스  러블리x5개(샴3+린2)+사은품,21100,17900,15
화장품/헤어,샴푸/헤어에센스/스타일링,44,[케라시스]케라시스 두피클리닉 샴푸 750mlx5개(샴푸5),18800,15900,15
생활/주방/건강,렌탈 서비스,42,[제스파][제스파] 에어마일드 무릎 마사지기 무선 온열 공기압 안마기 ZP1956,108000,108000,0
생활/주방/건강,렌탈 서비스,43,[큐밍]현대렌탈케어/정수기/비데/공기청정기/상품권25만증정,0,0,0
생활/주방/건강,렌탈 서비스,44,[가포멀티5][가포멀티5] [가포]공기압마사지기 팔마사지 세트 Gold / 본체+리모컨+팔커프,138000,138000,0
생활/주방/건강,홈플러스 리빙,37,(행사상품)H 얼라이브_원스데일리포우먼_60정,18980,18890,0
생활/주방/건강,홈플러스 리빙,38,천원 _반짝이아크릴사수세미_1입,1000,1000,0
생활/주방/건강,홈플러스 리빙,39,(행사상품)H 얼라이브_원스데일리포맨_60정,18980,18890,0
생활/주방/건강,홈플러스 리빙,40,[화이트](2+1)(생리대)유한킴벌리_화이트입는오버나이트_대형8매,10300,10250,0
생활/주방/건강,건강/의료용품,41,[퓨랩]퓨랩 클리어 스팟패치 여드름 케어 상처 트러블 87매,6340,5900,6
생활/주방/건강,건강/의료용품,42,[동국제약]센시안 메디슬리머 릴렉스 (S) /의료용 압박밴드,28000,28000,0
생활/주방/건강,건강/의료용품,43,[오아]아이프로 눈안마기 눈마사지기 눈찜질기 온열안대 흰색,88900,88900,0
생활/주방/건강,공구설비/자재,40,[에너자이저]에너자이저 알카라인 패밀리팩 건전지 AAA 24입 +사은,10700,10700,0
생활/주방/건강,공구설비/자재,41,[에너자이저]MAXI PRO 건전지 충전기 충전지 AA AAA 겸용 급속,24000,23900,0
생활/주방/건강,공구설비/자재,42,[벡셀]특가/벡셀 알카라인 건전지 AA/AAA X 40알,11900,11670,1
유아동/출산,유아동신발 ,48,[아디다스키즈]엔엠디 360 차일드 EE6352_BJ,52500,42000,20
유아동/출산,유아동신발 ,49,꾸미 라이트 3COLOR 아동화/스니커즈/슬립온/아동운동화/키즈 (3RM01298) (KIDS_3RM01298),41300,40070,2
유아동/출산,유아동신발 ,50,[휠라]휠라 꾸미 라이트 PTGgumi Light PT [3RM01298-125],44000,39120,11
유아동/출산,유아동신발 ,51,[뉴발란스][뉴발란스] 아동화 런닝화 키즈화 운동화KV574CII,29900,28240,5
유아동/출산,유아동신발 ,52,[토박스](신세계본점)  [토박스] 영솔 YOUNGSOLES 아동 로퍼 페니 YSKCA1TSPN11,89000,72090,19
유아동/출산,유아동의류,46,[탑텐키즈](신세계타임스퀘어점패션관)[탑텐키즈] 20 FW 신상 온에어 상하세트,7900,7110,10
유아동/출산,유아동의류,47,[프로스펙스]역시즌 특가세일 트레이닝 세트 / 롱패딩 / 아동/성인,86000,25900,69
유아동/출산,유아동의류,48,코코비 가을 상하복 티셔츠 팬츠 원피스 아동복,26300,7900,69
유아동/출산,유아동의류,49,[에버라스트]30%중복 1+1 긴팔티 트레이닝복 상하복 바지 의류,66200,19900,69
유아동/출산,유아동의류,50,제이비스타일 가을신상 맨투맨티 조거팬츠 주니어,23000,6900,70
유아동/출산,신생아의류/잡화,39,[에뜨와]에뜨와 가을 제롬 우주복(L/PINKMINT)_07J527588,59300,17790,70
유아동/출산,신생아의류/잡화,40,[디어베이비]디어베이비 가을 푸딩상하(GREENL/ORANGE)_02M557610,40000,12000,70
유아동/출산,신생아의류/잡화,41,[밍크뮤](현대Hmall)[밍크뮤] 애니멀프렌즈바디수트SET (39A13-604-03),33500,28480,14
유아동/출산,신생아의류/잡화,42,[디어베이비]디어베이비 가을 미니판다상하(3종 택1)_02M557601,40000,12000,70
유아동/출산,물티슈,39,메디 무알콜 (손)소독티슈 10팩(80매/1팩) 99.9% 살균,36800,35340,3
유아동/출산,물티슈,40,[마미요]마미요 오리지널 물티슈 캡형 100매x10팩,22000,12900,41
유아동/출산,물티슈,41,[베베숲]아기물티슈 프리미어 캡70매 20팩,40800,40800,0
유아동/출산,분유/이유식,46,[로지오가닉] 목소리도맑음 방구소리방긋 안경도둑똘망 배도라지 아이간식 아이주스,25800,25800,0
유아동/출산,분유/이유식,47,[퓨어잇]맛있는 아이김과자 6봉세트,18000,18000,0
유아동/출산,기저귀,45,[맥스드라이]하기스 맥스드라이팬티 3단계 공용 46PX2팩,70000,34900,50
유아동/출산,기저귀,46,[하기스]2020 맥스드라이 팬티 5단계 남아 40Px2팩 /기저귀,44690,42910,3
유아동/출산,기저귀,47,[하기스]네이처메이드썸머 팬티 6단계 공용 29PX2팩/기저귀,69800,41500,40
유아동/출산,기저귀,48,[하기스]2020 맥스드라이 팬티 3단계 여아 58Px2팩 +12P증정,44690,42910,3
여행,국내여행,55,제주렌트카 완전자차 전기차 승합차 셀토스 신형 제주공항렌트,13900,9900,28
여행,국내여행,56,"|서울 호텔| 신라스테이 서대문 (신촌,홍대,합정)",62920,62920,0
여행,국내여행,57,쏠비치호텔 앤 리조트진도(대명),135000,135000,0
여행,국내여행,58,(이용1일전구매필수) 평창 대관령 삼양목장 (대관령/드라마촬영지/체험학습/가족여행/테마여행),8000,7200,10
여행,국내여행,59,"|경북 리조트| 켄싱턴리조트 경주 (경주(보문단지,황리단길,불국사,양남,감포,안강))",63000,63000,0
도서/음반,ALL,54,YGSELECT - TREASURE 2nd Single album THE FIRST STEP : CHAPTER TWO,14800,14800,0
도서/음반,ALL,55,(중복할인)20년 1학기 2학기 우등생 해법시리즈 전과목세트 국사과세트 국수세트 초등문제집,60000,54000,10
도서/음반,ALL,56,공습국어 독해/어휘/예비초등 시리즈 선택구매,56000,56000,0
도서/음반,ALL,57,기탄영역별수학 도형측정편 1~6과정 세트 (전6권),40000,36000,10
도서/음반,ALL,58,만점왕 / 동아전과 (사은품특별판) 2학기,30150,30150,0
스포츠/자동차,자동차용품,52,무료배송/ 1+1 대한민국1등요소수 유록스 10리터 정품,22500,22500,0
스포츠/자동차,자동차용품,53,블랙팟 퍼펙트 거치대(차량용 휴대폰 거치대) 1+1+1,19400,18820,2
스포츠/자동차,자동차용품,54,[삼성전자]정품 차량용 충전기 60W 듀얼 고속 시거잭 EP-L5300X,31900,30950,2
스포츠/자동차,자동차용품,55,[지패스]유선RF방식 하이패스 AP500 AP500S 시거잭 형식,33800,33130,1
스포츠/자동차,자동차용품,56,[소낙스](현대Hmall)독일 소낙스 세차샴푸 카샴푸 1L,11700,11120,4
스포츠/자동차,등산/아웃도어,50,[코오롱스포츠][코오롱스포츠] 남녀공용 테라노바 롱 다운 JWJDW19221_INW,235000,166850,29
스포츠/자동차,등산/아웃도어,51,[컬럼비아]남성 파이어스틸 힐 패스   카라티 C11 YMP606,39000,31200,20
스포츠/자동차,등산/아웃도어,52,[밀레][밀레] 남여 플리스자켓 알리 자켓 MVPSJ402 801,35000,23100,34
스포츠/자동차,등산/아웃도어,53,[트렉스타]트렉스타 코브라 FS 3.5 GTX / 트레킹화 / 경등산화,119800,119800,0
스포츠/자동차,등산/아웃도어,54,[노스페이스][노스페이스] NJ4FK56U_주니어 퍼리 플리스 자켓,59500,50580,14
스포츠/자동차,구기/라켓,59,강블리라이프 배드민턴 라켓(그린) + 셔틀콕(12개입),19900,16530,16
스포츠/자동차,구기/라켓,60,[챔피온]탁구네트 SN690 국제탁구연맹공인 경기용 클럽용 정품,55000,53250,3
스포츠/자동차,구기/라켓,61,[카론슨]왕 빅 어린이 배드민턴 빅민턴 왕셔틀콕 라켓 세트,12500,12500,0
스포츠/자동차,구기/라켓,62,[요넥스]요넥스 GR-301 배드민턴라켓 2자루+헤드커버,27500,22990,16
스포츠/자동차,구기/라켓,63,[프로모릭스]프로모릭스 블랙마초 아령덤벨 32Kg 세트,60500,57520,4
스포츠/자동차,캠핑/낚시,53,[소토](현대Hmall)소토 ST-480 슬라이드 가스토치 포켓토치,31900,30630,3
스포츠/자동차,캠핑/낚시,54,[파이브스타]파이브스타 코코아미니가스버너 캠핑용 피크닉세트,43500,38720,10
스포츠/자동차,캠핑/낚시,55,[패스트캠프]원터치텐트 마운트프로 7-8인용 L / 최고급PRO라인,279000,270630,3
스포츠/자동차,캠핑/낚시,56,공영쇼핑 히트상품 해먹스카이,59800,59800,0
스포츠/자동차,캠핑/낚시,57,[아웃팅]접이식 캠핑의자 낚시의자 이지체어 1+1세트,21900,21900,0
식품,ALL,54,[농협]보성다향미20kg/쌀20kg 상등급 백미20kg 당일도정,74200,51900,30
식품,ALL,55,[하이드로더치]10+10+7 하이드로 더치커피 콜드브루 원두 커피,7800,3900,50
식품,ALL,56,[제스프리]제스프리 썬골드키위 특대사이즈 3.5kg (과당 130g-140g 내외  24-26과  스푼증정 종료),30900,30900,0
식품,ALL,57,국내산 달인순살 간고등어 100g X 10팩,10000,8900,11
식품,ALL,58,[현대농산]발아현미21곡 600g 3봉 /2세트 구매시 한봉 더,4900,4900,0
스포츠/자동차,골프,58,[타이틀리스트][아쿠쉬넷정품] 2016년 캐쥬얼 보스턴백(TA6BB631) [4색],170000,155430,8
스포츠/자동차,골프,59,[아디다스골프][아디다스정품] THinTech 교체용 스파이크[징20개+렌치],16350,15110,7
스포츠/자동차,골프,60,(던롭정품) 클리브랜드 RTX 4 스틸/경량스틸 웨지,130000,127400,2
스포츠/자동차,골프,61,야마구찌 봄여름 중년청바지/골프웨어/골프청바지,79000,76630,3
스포츠/자동차,골프,62,[헤지스골프]WPJU9A006BK 19SS 블랙 단색 긴팔점퍼,96480,96480,0
스포츠/자동차,휘트니스/수영,55,[엑사이더]하이엔드 런닝바이크 EX460 실내자전거,189000,166320,12
스포츠/자동차,휘트니스/수영,56,[아이워너]2020 NEW 맨즈 육각아령 2개세트 3~10kg 선택 덤벨,24000,23900,0
스포츠/자동차,휘트니스/수영,57,[멜킨스포츠]멜킨 버넷그레이스 훌라후프 뱃살다이어트 지압효과,19500,19500,0
스포츠/자동차,휘트니스/수영,58,[옵티멈뉴트리션]플래티넘하이드로웨이 1.59kg 40회분 초코맛 사은품3종,90800,79910,11
스포츠/자동차,휘트니스/수영,59,[세라밴드]세라밴드 2M 정품 Thera Band,9100,9000,1
스포츠/자동차,스포츠의류/운동화,56,[에버라스트]에버라스트/30%쿠폰/트레이닝바지/츄리닝/맨투맨/후드,66300,19900,69
스포츠/자동차,스포츠의류/운동화,57,[엘레쎄]가을신규입고+단독선오픈/트레이닝복/티셔츠,24700,9900,59
스포츠/자동차,스포츠의류/운동화,58,[나이키]시즌오프균일가 나이키 언더아머 반팔티셔츠 43종,39900,16900,57
스포츠/자동차,스포츠의류/운동화,59,[휠라]엔캡슐레이션 1JM00793001,49000,49000,0
스포츠/자동차,스포츠의류/운동화,60,[휠라]휠라/아디다스/푸마 운동화/스니커즈/아동화101종모음,70000,26900,61
여행,ALL,57,쏠비치호텔 앤 리조트진도(대명),135000,135000,0
여행,ALL,58,(이용1일전구매필수) 평창 대관령 삼양목장 (대관령/드라마촬영지/체험학습/가족여행/테마여행),8000,7200,10
여행,ALL,59,"|경북 리조트| 켄싱턴리조트 경주 (경주(보문단지,황리단길,불국사,양남,감포,안강))",63000,63000,0
여행,ALL,60,|제주 호텔| 랜딩관 제주신화월드 호텔앤리조트 (서귀포시),87230,87230,0
여행,ALL,61,"|강원 콘도| 하이원 마운틴콘도 (영월,정선)",78400,78400,0
스포츠/자동차,자전거/보드/기타레저,63,[지요]지요 2020년형 GF-55EGTB 최신업그레이드 자전거펌프,25800,25550,0
스포츠/자동차,자전거/보드/기타레저,64,Mc.DYNAMICS 전문바이크전용팬츠 자전거의류-3D패드,26000,25900,0
스포츠/자동차,자전거/보드/기타레저,65,[케이투바이크]2019 K2BIKE MTB자전거 KMT26GS 26인치 21단,86000,81580,5
스포츠/자동차,자전거/보드/기타레저,66,[유니엘]자전거 LED 라이트 전조등 후레쉬 후미등 /전조등세트A,11000,10900,0
스포츠/자동차,자전거/보드/기타레저,67,[마른파이브]프리미엄 자전거패드바지 고밀도 젤패드 자전거속바지,15700,15230,2
패션의류,ALL,72,[데일리앤]가을신상 플라워 쉬폰 뷔스티에 데님 롱 원피스,33000,9900,70
패션의류,ALL,73,스웨덴세탁소 가을신상/빅사이즈/롱원피스/3XL까지~,49600,14900,69
패션의류,ALL,74,힙시크/가을신상/원피스/맨투맨/후드집업/팬츠/스커트,26300,7900,69
패션의류,ALL,75,[플라스틱아일랜드]플라스틱아일랜드 간절기 스타일링TIP 자켓원피스~79%,106000,32000,69
패션의류,ALL,76,[핫코드]가을신상 남자청바지/빅사이즈/면바지/일자/스판/행사,46300,13900,69
패션의류,브랜드 여성의류,65,[랩]트렌치 단추 벨트 롱 원피스 (ALTWO170),52200,52200,0
패션의류,브랜드 여성의류,66,[톰보이]갤러리아   20겨울 기획상품 냅핑 후드 롱 원피스(9100441999),79000,59250,25
패션의류,브랜드 여성의류,67,[LBL] 20FW NEW 퓨어 듀베 캐시미어100 카라 브이넥 홀가먼트 니트,99000,96000,3
패션의류,브랜드 여성의류,68,[로질리]여성 델루나 시스루 자켓2종(+브롯지2종),39800,39800,0
유아동/출산,ALL,59,순수아 리필빨대2+2/총8P+8P+빨대솔2P/더블하트호환,20000,19800,1
유아동/출산,ALL,60,[아이러브베베]아이러브베베물티슈핑크 100매 리필형X20팩,19900,12900,35
유아동/출산,ALL,61,비룡소 신기한 스쿨버스 과학탐험대/오리지널 선택,66500,62060,6
유아동/출산,ALL,62,국산/칠부/반팔/아동/내복/실내복/주니어/내의/잠옷,23000,6900,70
스포츠/자동차,ALL,68,[프로스펙스]프로스펙스 BEST 트레이닝 상하세트/자켓/팬츠/레깅스,125000,39000,68
스포츠/자동차,ALL,69,[휠라]클래식보더 OG 1XM01011013,39000,39000,0
스포츠/자동차,ALL,70,[아이더]FW시즌 간절기 아우터 특가모음 바람막이 키즈자켓,150000,53600,64
스포츠/자동차,ALL,71,[멜킨스포츠]멜킨스포츠 실내자전거 스핀바이크 클럽형 mk-2001,239000,209000,12
ALL,ALL,80,즉시10% 투투 NEW가을 슬랙스/청바지/배기 5XL,33000,9900,70
ALL,ALL,81,티메이 가을신상  블라우스 원피스 니트 상하세트,32900,9900,69
ALL,ALL,82,[에뛰드]UP TO 50% 믿고 쓰는 쟁임템 득템 찬스,30000,15000,50
유아동/출산,홈플러스 베이비,43,(행사상품)롯데푸드_파스퇴르무항생제원유위드맘3단계_750G,27500,27370,0
유아동/출산,홈플러스 베이비,44,[보솜이](1+1)깨끗한나라_보솜이디오가닉팬티기저귀대형 여아 _32매,25900,25770,0
유아동/출산,홈플러스 베이비,45,(2+1)유한킴벌리_하기스네이처메이드 씬테크 밴드기저귀신생아1단계 공용 _64매,25700,25580,0
유아동/출산,홈플러스 베이비,46,(2+1)유한킴벌리_하기스네이처메이드 씬테크 팬티기저귀점보6단계 여아 _25매,27300,27170,0
패션의류,언더웨어,50,[이너리즘]5장세트 특가 남자팬티 모달 메쉬드로즈 남성팬티,9900,9810,0
패션의류,언더웨어,51,여성속옷/브라팬티세트/ABC컵/볼륨업/노와이어/심리스,29900,24900,16
패션의류,언더웨어,52,[트라이]3매 7900원/삼각/팬티/남성/남자/인견/쿨/세트/속옷,33000,9900,70
패션의류,언더웨어,53,[란제리아]비비안 외 위생 생리 팬티 여성 여자 주니어 방수포,33000,9900,70
패션의류,언더웨어,54,1매2500원/면팬티/빅사이즈/여성/여자/삼각/국산/순면,8300,2500,69
신발/잡화,여행가방,42,[더스틴]더스틴 이민가방 3단확장 여행가방 세트 기획,38000,37800,0
신발/잡화,여행가방,43,[아메리칸투어리스터][아메리칸투어리스터] SUPREME-LITE 캐리어 55/20 NAVY S0641001,79000,60830,23
신발/잡화,여행가방,44,생활방수 어글리 슬링백 캐주얼백 숄더백 힙색,9900,9900,0
신발/잡화,여행가방,45,알루미늄 PC 잠금장치 여행용 하드 중대형 캐리어가방,130000,119000,8
신발/잡화,여행가방,46,여행 줄무늬 꽃 짐 크로스 보스턴 백 옷 가방,62900,18900,69
신발/잡화,수입명품,40,[구찌]구찌 아울렛 510304 인터로킹 체인 숄더백 / 그레이,1509000,961000,36
신발/잡화,수입명품,41,[샤넬](명품직구) 샤넬 보이 플랩카드홀더 블랙 캐비어 실버,810000,810000,0
신발/잡화,수입명품,42,[구찌](명품직구)구찌 510332 패브릭 시마 토트백,1349000,938000,30
화장품/헤어,제모/데오드란트/슬리밍,43,블렌드베리 왁스스트립 100매 셀프왁싱 제모패치,31600,31600,0
화장품/헤어,제모/데오드란트/슬리밍,44,닥터데이즈 야수제모크림 100g 올리브영,8900,8900,0
화장품/헤어,제모/데오드란트/슬리밍,45,모엔드 셀프왁싱세트 브라질리언왁싱 제모하드왁스,17900,17190,3
화장품/헤어,제모/데오드란트/슬리밍,46,[세레이져]여성면도기 제모기 겨드랑이제모 다리제모 왁싱,18000,17280,4
유아동/출산,임부복/용품,45,[맘스데이]맘스데이 임산부 산전복대/산후복대 출산준비출산용품,34000,28900,15
유아동/출산,임부복/용품,46,[프라젠트라]벨리 크림 Plus 120g + 3g 3개/ 프라젠트라,32100,28570,10
유아동/출산,임부복/용품,47,[마더스베이비]다용도 산전 복대 MB99RDA03,32000,31040,3
패션의류,남성의류,53,[지기젠]가을신상 남자청바지/슬림핏/일자/면바지/빅사이즈,43000,12900,70
패션의류,남성의류,54,[by파크랜드]by파크랜드 가을 정장/데일리 아이템 첫 가격인하,66300,19900,69
패션의류,남성의류,55,맨투맨/빅사이즈/기모/티셔츠/긴팔티/남자/남성/티,33000,9900,70
화장품/헤어,샴푸/헤어에센스/스타일링,45,[리엔]흑모비책 골드 염색약 흑갈색 3개 (총9회분) +사은품,15300,9900,35
화장품/헤어,샴푸/헤어에센스/스타일링,46,[케라시스]케라시스 퍼퓸 린스 x5개(러1+엘1+퓨1+글1+블1)+사은품,21100,17900,15
생활/주방/건강,렌탈 서비스,45,[코웨이]코웨이 정수기 렌탈 냉온정수기 CHP-243N,0,0,0
생활/주방/건강,렌탈 서비스,46,[코웨이]코웨이 공기청정기 렌탈 AP-1018F +220000원 혜택 증정,0,0,0
생활/주방/건강,홈플러스 리빙,41,[피죤](1+1)피죤_리치퍼퓸시그니처아이스플라워_2L,10900,10900,0
생활/주방/건강,홈플러스 리빙,42,(행사상품)P G_다우니보타니스오션코랄_1L+1L,9900,9900,0
생활/주방/건강,홈플러스 리빙,43,(1+1)LG_온더바디플라워바디워시 체리블라썸 _900ML,11900,11840,0
생활/주방/건강,건강/의료용품,44,식약처허가비접촉체온계접촉체온계CK2020B씨엠랩,80000,78400,2
생활/주방/건강,건강/의료용품,45,브라운 체온계 IRT-6520 접촉식 귀 체온계 재고확보,61900,61900,0
생활/주방/건강,건강/의료용품,46,브라운 비접촉식 체온계 BNT100 독일브랜드 재고확보,48900,48900,0
생활/주방/건강,건강/의료용품,47,[가포]핏제로 체중계 블랙 인바디체중계 스마트체중계,16000,15900,0
생활/주방/건강,공구설비/자재,43,밀레트 무선 충전식 신형 예초기 (안전한 예초기날),144500,140750,2
생활/주방/건강,공구설비/자재,44,[스티코]스티코 미끄럼방지 조리화 주방화 작업화 안전화 장화,35000,33000,5
유아동/출산,유아동신발 ,53,[휠라키즈]디스럽터 2 KD (3GM01089_100),53100,53100,0
유아동/출산,유아동신발 ,54,[리복]CM9178 / BS6388 外 아동 퓨리 택1/ 리복,21900,21900,0
유아동/출산,유아동신발 ,55,[휠라키즈]핸들잇 레인 플렉스 부츠 (3XM01290_700),29000,29000,0
유아동/출산,유아동의류,51,[휠라키즈]경량 다운 베스트 (FK2DVC4101X_BLK),59000,59000,0
유아동/출산,유아동의류,52,[JR주니어]제이알주니어 주니어남아 가을신상오픈 상하복/맨투,39600,11900,69
유아동/출산,신생아의류/잡화,43,[압소바]갤러리아  (압소바)유아내의선물세트 (AVC103P1234SET),48000,35040,27
유아동/출산,신생아의류/잡화,44,[Organicmam]선물세트스트리테베긴소내의2종세트(MDW1EE26_SET),39600,39210,0
유아동/출산,물티슈,42,[순둥이]순둥이물티슈 베이직 리필형80매20팩/S-BR,30800,30800,0
유아동/출산,물티슈,43,[스마트에코]대박찬스 스마트에코물티슈 대용량120매 10+10팩,13900,13900,0
유아동/출산,물티슈,44,[올곧은]캡형 70매 엠보싱 10팩_Z503,23500,22560,4
유아동/출산,분유/이유식,48,[위드맘]스마일배송 무항생제원유 위드맘 1단계 750g 3캔,73220,73220,0
유아동/출산,분유/이유식,49,[베비언스액상분유]수페리어 액상분유 2단계 6~12개월 24입(240ml),31900,31900,0
유아동/출산,분유/이유식,50,[위드맘]스마일배송 무항생제원유 위드맘 2단계 750g 3캔,74860,74860,0
유아동/출산,기저귀,49,[하기스]2020 보송보송 팬티 4단계 공용 60PX2팩/기저귀,64700,38500,40
유아동/출산,기저귀,50,보솜이 리얼코튼 원더 밴드/팬티 기저귀 4팩,36900,36900,0
여행,국내여행,60,|제주 호텔| 랜딩관 제주신화월드 호텔앤리조트 (서귀포시),87230,87230,0
여행,국내여행,61,"|강원 콘도| 하이원 마운틴콘도 (영월,정선)",78400,78400,0
여행,국내여행,62,"|전북 호텔| 라한호텔 전주 (전주,완주)",95000,95000,0
도서/음반,ALL,59,씨투엠에듀 수학교구2종 워크북 추가구매(펜토미노턴/큐브빌드),15000,13500,10
도서/음반,ALL,60,(차일드아카데미) 2020  스토리팡 / 생활통통 / 달님똥 선택구매,138000,138000,0
도서/음반,ALL,61,(단독-특가) 여원미디어 베베플레이말샘동화 총52종 세트 : 유아동그림책 탄탄리듬동화,154280,154280,0
도서/음반,ALL,62,(와이즈만북스) 미래가 온다 시리즈 1~9권 낱권 선택구매,13000,13000,0
도서/음반,ALL,63,(카드할인 15%) 소마셈 세트 - 소마의 마술같은 원리 셈 / 단계별(K~D) 선택 구매 / 사고력수학 / 새책,42840,42840,0
스포츠/자동차,자동차용품,57,[샤오미]샤오미 shunzao 차량용 핸디청소기 Z1 Pro 2세대 블랙,50900,50900,0
스포츠/자동차,자동차용품,58,[더가온]가온 4D 퀼팅가죽 트렁크매트 풀세트 카매트 차박용품,33800,33800,0
스포츠/자동차,자동차용품,59,[불스원]불스원샷 70000km 경유 2P,27500,27500,0
스포츠/자동차,자동차용품,60,에이스 에탄올 워셔액 1.8Lx12개 1박스 발수코팅,19500,17550,10
스포츠/자동차,등산/아웃도어,55,[웨스트우드]웨스트우드 남성 V넥 조끼 WI4MCVT633,19000,14630,23
스포츠/자동차,등산/아웃도어,56,[아이더](신세계마산점) 아이더 DMP20275 ELLIE (엘리)   LONG POLO TEE/간절기/추석선물/일상복/단체복/캠핑룩...,34000,27200,20
스포츠/자동차,등산/아웃도어,57,[머렐](신세계김해점)19F/W 남 여 프리미엄 다운자켓 모음 5종택1 (5219OD410 5219OD450 5219OD453 5219OD465 ...,109000,81750,25
스포츠/자동차,구기/라켓,64,[아디다스][아디다스 퍼포먼스] [MENS] 엑스 고스티드 .3 TF {EG8199},83300,65810,20
스포츠/자동차,구기/라켓,65,NEW 프리미엄 골키퍼장갑 정품 꺽임방지 고급라텍스,31000,29000,6
스포츠/자동차,구기/라켓,66,티볼공 12개모음-연맹 협회 클럽 공인 최신생산 할인,38000,36760,3
스포츠/자동차,구기/라켓,67,탁구공 100~120개 - 참피온 프록시마 3성 탁구 연습구,19900,19310,2
스포츠/자동차,캠핑/낚시,58,[바운스]BOUNCE 바운스 감성랜턴 호롱 LL-1801 리틀 램프,29900,29900,0
스포츠/자동차,캠핑/낚시,59,맥스캠핑가스(이소가스)1박스 230gx24개/450gx12개,36000,34920,3
스포츠/자동차,캠핑/낚시,60,[와우캠프]튼튼한 접이식 캠핑테이블 대형 롤테이블 WRT-B095,49800,49360,0
스포츠/자동차,캠핑/낚시,61,[빈슨메시프]시그니처 XXL 5T 8T 자충 캠핑 에어 매트,89600,26900,69
식품,ALL,59,[마녀김치](국산) 마녀 깍두기5kg / 김치,18900,18720,0
식품,ALL,60,[오뚜기밥]맛있는 오뚜기밥 210g x 24개입(1박스),26900,18900,29
식품,ALL,61,[추억의국민학교떡볶이] 떡볶이 5종 골라담기 (5팩구성),21900,21900,0
식품,ALL,62,[산과들에]하루 한줌 견과 원데이뷰티풀100낱봉,39900,39900,0
스포츠/자동차,골프,63,[보이스캐디]갤러리아   본사  보이스캐디 T7 시계형 골프거리측정기,399000,399000,0
스포츠/자동차,골프,64,삼성 갤럭시 워치 액티브2 골프 에디션 GPS 골프거리측정기(44mm),452940,452940,0
스포츠/자동차,골프,65,[타이틀리스트]타이틀리스트 A-급 컬러 로스트골프공 30개,15900,15750,0
스포츠/자동차,골프,66,알칸스 가을 남성 골프바지 남자 골프웨어 26종,23800,23800,0
스포츠/자동차,휘트니스/수영,60,[멜킨스포츠]멜킨 실내자전거 스피닝 바이크 사이클 헬스자전거,239000,231830,3
스포츠/자동차,휘트니스/수영,61,[멜킨스포츠]멜킨스포츠 무게조절 덤벨 15단계 24kg 아령,103500,100400,2
스포츠/자동차,휘트니스/수영,62,메이스 엣지 스마트 훌라후프 다이어트 훌라우프 EW-1,59800,59800,0
스포츠/자동차,스포츠의류/운동화,61,[나이키][나이키] 레볼루션 5 남자운동화 런닝화 (BQ3204-002),56800,56240,0
스포츠/자동차,스포츠의류/운동화,62,[MLB]학생 슬리퍼/샌들/슬리퍼/남성샌들/남성슬리퍼,45900,15900,65
스포츠/자동차,스포츠의류/운동화,63,[휠라]클래식보더 OG 뮬 1XM01131232,35000,35000,0
여행,ALL,62,"|전북 호텔| 라한호텔 전주 (전주,완주)",95000,95000,0
여행,ALL,63,남양주 광릉CC 퍼블릭 골프장 그린피,30000,30000,0
여행,ALL,64,"|서울 호텔| 롯데시티호텔 구로 (구로,금천,오류,신도림)",60160,60160,0
여행,ALL,65,스카이베이 경포 호텔(강원 호텔/강릉/속초/양양/고성/오션뷰),99000,96030,3
스포츠/자동차,자전거/보드/기타레저,68,[에이유테크]AU테크 안전배송_AU테크 레드윙 맥스 48V 10A 전동킥,1763300,529000,69
스포츠/자동차,자전거/보드/기타레저,69,바퀴스탠드(블랙) 자전거거치대/보관대/수리대/전시대,11000,10700,2
스포츠/자동차,자전거/보드/기타레저,70,[지요]지요 2020년형 GF-55EGTB 최신업그레이드 자전거펌프,25800,25290,1
스포츠/자동차,자전거/보드/기타레저,71,레보스타 멀티크리너 540ml 자전거 스프레이 디그리셔,8000,7760,3
패션의류,ALL,77,스위트바니 가을신상5900원~롱원피스/티셔츠/박스티,23000,6900,70
패션의류,ALL,78,[리얼지오지아(남성)] [지오지아] 춘추 데일리 사계절 정장 8종 균일/특가전 DJSA D,89000,62300,30
패션의류,ALL,79,[이너리즘]1+1 노와이어 심리스 라이트 스포츠브라탑/노라인팬티,23000,6900,70
패션의류,브랜드 여성의류,69,[LBL] 20FW NEW faux 레더 세미와이드 팬츠,69000,68000,1
패션의류,브랜드 여성의류,70,[라우렐] 테일러드 세미 와이드 데님 2종,79000,78000,1
