maincategory_name,subcategory_name,ranking,title,ori_price,dis_price,discount_percent
ALL,ALL,1,생생스토리 제주 노지 감귤  첫출하 5kg내외(랜덤과),11900,11900,50
ALL,ALL,2,경북 햇 빨간 홍로사과 5kg(25-27과 내)/한입/가정용,14900,14900,50
ALL,ALL,3,옛날과자 1kg+1kg 추억의 팝핀전병 2박스/오란다/전병,9900,9900,50
ALL,ALL,4,2봉/산동고기왕만두1.4kg+김치왕만두1.4kg/만두 간식,14900,14900,50
ALL,ALL,5,[다향오리]다향오리 훈제슬라이스 200gx10팩,24500,24500,0
ALL,ALL,6,뉴네퓨어 황사 방역용마스크 KF94 대형(화이트 60매),47900,47900,0
ALL,ALL,7,동해 자연산 반건조 오징어 10미 / 20% 쿠폰가 19920원,24900,24900,0
ALL,ALL,8,[오뗄]10+10+10개 입소문난 추억의 카스테라 핫도그/치킨,13900,13900,50
ALL,ALL,9,[풀무원]풀무원 노엣지피자/얇은피만두 골라담기+(얇피트레이증정),22500,22500,0
ALL,ALL,10,[스파클]스파클생수 2L 30병,14900,14900,46
ALL,ALL,11,TV 강부자의 부자 왕갈비탕 9팩,69900,69900,1
ALL,ALL,12,조은해남 달콤한 꿀밤고구마 특상 3kg,13400,13400,50
ALL,ALL,13,[CJ제일제당][CJ제일제당] 비비고 사골곰탕 500g X 18개 외 택 1,17500,17500,0
ALL,ALL,14,메이킹유 가을신상 원피스/블라우스/니트/자켓,8900,8900,69
ALL,ALL,15,[바라던]초저지방 찜갈비 1kg /LA갈비/갈비/소갈비/갈비찜,15900,15900,30
ALL,ALL,16,[미스타셰프]미스타셰프 버섯뚝배기불고기 4팩/간편식/증정,10900,10900,50
ALL,ALL,17,(전남생협) 탱탱한 국내산 새우 1kg (30-35미)왕새우,25900,25900,3
ALL,ALL,18,E.박도사 전통 삶은막창  300g(+소스),6900,6900,50
ALL,ALL,19,적립10% M12 X 윤승아 후드사파리,71910,71910,10
ALL,ALL,20,(신사고) 우공비 일일어휘/일일독해/일이사회/일일과학 외 학년별 선택구매,11000,11000,0
ALL,ALL,21,[광천김]광천재래전장김 10봉 특가+3개이상 구매시 사은품증정,8900,8900,50
ALL,ALL,22,장흥정남진농협 무농약 생표고버섯 1kg,12900,12900,50
ALL,ALL,23,[김나운더키친]김나운 떡갈비 명작 18팩/총36장,32900,32900,0
ALL,ALL,24,국내산 밤 첫 출하 햇밤 중대크기 2kg,14900,14900,50
ALL,ALL,25,비비고 총각김치 1.5kg x 2봉,23800,23800,20
ALL,ALL,26,국내산 달인순살 간고등어 100g X 10팩,7900,7900,21
ALL,ALL,27,[화과방](한수위) 양갱세트(24입)+쇼핑백  /행사중,15900,15900,50
ALL,ALL,28,[애경]주방세제 순샘 대용량 3L x4개 (라임2+베리2)+사은품,15900,15900,15
ALL,ALL,29,[카페베네]카페베네 200mlX20컵(2박스)/컵커피/라떼,14500,14500,43
ALL,ALL,30,TOBE 프리미엄 스마트 2중 안전장치 철봉,14900,14900,69
ALL,ALL,31,[아이더키즈](신세계하남점)아이더키즈 아동 롱패딩 2종 할인전(JMF18501 JMW18513),61410,61410,31
ALL,ALL,32,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형,14900,14900,50
ALL,ALL,33,[김나운더키친]김나운 손질새우 7팩 (140미),26900,26900,0
ALL,ALL,34,[남양]과수원 사과/청포도/복숭아 190ml 48입 맛선택,10900,10900,26
ALL,ALL,35,경성명과 1+1 수제 케이크 (파운드 + 다크파운드),10900,10900,50
ALL,ALL,36,[젤리스푼]아동복/여아의류/실내복/아동잠옷/여아옷/상하복,9900,9900,70
ALL,ALL,37,[에쓰오일](S-OIL) 모바일 주유권 5만원권,48750,48750,2
ALL,ALL,38,[라벨영]쇼킹 대디크림 /검버섯+기미+색소침착 제거/비타민크림,9900,9900,70
ALL,ALL,39,Easy/Subject/insight Link/각 단계별 3권구성 선택,85500,85500,50
ALL,ALL,40,[비비고]비비고 소고기장조림 125g x6개 (냉장),15600,15600,30
ALL,ALL,41,[머렐][머렐] 키즈 컬러블럭 중량다운자켓 5219KD405 406 407,41300,41300,30
ALL,ALL,42,[농협]예산 특등급 삼광미 총 20kg (10kg+10kg),64580,64580,0
ALL,ALL,43,[에쓰오일](S-OIL) 모바일주유권 5만원/ 실시간발송/ 주유상품권,48750,48750,2
ALL,ALL,44,[네파키즈]갤러리아  패트릭 다운자켓 - KFF2017,86870,86870,27
ALL,ALL,45,[아침농산]국산 농부의아침 쌀10kg  백미 2019년산,25900,25900,30
ALL,ALL,46,KF94 황사 마스크 대형 국산 개별 포장 50매,33800,33800,7
ALL,ALL,47,물고기삼촌 명태포 슬라이스 700g+700g 동태전 명태전,9900,9900,50
ALL,ALL,48,[올리비에스클로젯]가을 코디해결템 원피스/블라우스외 추천룩 BEST50,14900,14900,69
ALL,ALL,49,[베비언스]베비언스 킨더밀쉬 1단계 200ml 24입,26900,26900,0
ALL,ALL,50,[마더스베이비]원터치 텐셀 도트 수유캐미솔 _MB99ZAC01,31040,31040,3
ALL,ALL,51,[쏘피]바디피트 볼록맞춤 생리대 중형 16Px5팩+무표백10P,10500,10500,50
ALL,ALL,52,[에스콰이아]에스콰이아_소노비  가방/지갑/잡화 신상모음전,37900,37900,69
ALL,ALL,53,[프레시지]매콤 제육볶음 1+1 냉동 밀키트 theEASY 신규출시,7800,7800,33
ALL,ALL,54,[자로우]2개 EPS 50억 유산균 외 커클랜드 꿀 셀푸드 투퍼데이,45900,45900,4
ALL,ALL,55,[원더브라]원더브라 최신상 푸쉬업 브라팬티 균일가 LINE UP,18000,18000,70
ALL,ALL,56,감바스 알 아히요(2인분) 프레시지 밀키트,11900,11900,50
ALL,ALL,57,[에코후레쉬]세탁조클리너 100g x 9개_곰팡이세균 99.9% 제거,9900,9900,60
ALL,ALL,58,[락앤락](쿠폰가10290)걸이형 고무장갑 M 32cm 5+1개 그레이,11900,11900,60
ALL,ALL,59,[금강제화]기간한정 남녀 정장화 / 샌들 시즌오프 / 컴포트화,34000,34000,69
ALL,ALL,60,[추억의국민학교떡볶이] 떡볶이 5종 골라담기 (5팩구성),21900,21900,0
ALL,ALL,61,[컨센서스](체험팩)컨센서스 초고농축 섬유유연제 1L (4가지향),3000,3000,56
ALL,ALL,62,[올포유]올포유 가을맞이 바람막이/자켓 +최대30%추가할인,11800,11800,70
ALL,ALL,63,[산과들에]하루 한줌 견과 원데이발란스그린100낱봉,28900,28900,50
ALL,ALL,64,씨투엠 수학 교구상자 펜토미노턴/큐브빌드 선택구매(워크북포함)(NEW),43500,43500,33
ALL,ALL,65,남녀공용 스몰로고 베이직 맨투맨 (UO)/ 타미힐피거.,35900,35900,0
ALL,ALL,66,경성명과 1+1 수제 (롤케익+ 파운드케익),10900,10900,50
ALL,ALL,67,[햇반]햇반 210g x 36입 (1박스),30900,30900,0
ALL,ALL,68,[미센스]최대30%쿠폰 가을신상 블라우스/원피스 BEST 모음,12900,12900,70
ALL,ALL,69,[마녀김치]마녀 명이나물 1kg / 반찬 김치 젓갈,10900,10900,0
ALL,ALL,70,[시크릿데이](2+2팩) NO SAP 코튼 생리대/오버나이트/팬티라이너,7900,7900,55
ALL,ALL,71,[잘풀리는집]순수PURE 천연펄프 25m30롤 x3팩/휴지/화장지,26900,26900,15
여행,국내여행,1,(카드18%할인) 휘닉스평창 스키 시즌권,220000,220000,56
ALL,ALL,72,[앤듀][앤듀] 남성)캐시미어 블랜디드 세미오버 핸드메이드 싱글코트O194CT100P,67320,67320,32
ALL,ALL,73,(교재+교구 특별세트) 도전~ 역사탐험대 | 한국사 / 세계사 | 초등역사교재 | 9/15일부터 순차발송,47000,47000,9
ALL,ALL,74,[2080]2080 치약 스마트케어치약 190gx10개+10개(총20개),18900,18900,15
ALL,ALL,75,[미스타셰프]미스타셰프 부대찌개 600g 4팩/간편식/찌개/증정,10900,10900,50
ALL,ALL,76,[이엔씨]가을신상 블라우스 8종모음 (DSENC_005),26240,26240,18
ALL,ALL,77,[CJ제일제당] 비비고 만두 총 10봉 (왕교자/김치왕교자/매운왕교자/고기만두/김치만두 각 2봉씩),29900,29900,0
여행,국내여행,2,(카드18%할인+5천원추가할인)비발디파크 시즌권 특가 판매,315000,315000,31
여행,국내여행,3,(카드18%할인) 비발디파크 시즌권 특가 판매,320000,320000,30
여행,국내여행,4,(카드15%할인)20/21 웰리힐리파크 스키 클럽시즌권 (락카포함),260000,260000,49
여행,국내여행,5,(카드15%할인)20/21 웰리힐리파크 스키 시즌권 싱글권(선착순 할인),180000,180000,64
여행,국내여행,6,(공식판매처) 에버랜드 얼리버드 초특가 소인 종일권(~10/31),20000,20000,54
여행,국내여행,7,"|경남 리조트| 사천 아르떼 리조트 (사천,남해)",129000,129000,0
여행,국내여행,8,(공식판매처) 에버랜드 얼리버드 종일이용권(방문일 지정)(~10/31),30000,30000,46
ALL,ALL,78,[서울우유]무료배송 서울멸균우유1000ml x 10개서울우유,19500,19500,0
ALL,ALL,79,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩,13900,13900,53
ALL,ALL,80,인디안外 가을OPEN 추석맞이 인기상품 + 최고30,29100,29100,70
ALL,ALL,81,생생스토리 제주 노지 감귤  첫출하 5kg내외(소과),13900,13900,0
ALL,ALL,82,생생스토리 제주 노지 감귤  첫출하 5kg내외(로얄과),15900,15900,0
ALL,ALL,83,[옥주부]옥주부돈까스 제주돼지통까스(등심6개+고구마3개+치즈,38900,38900,4
여행,국내여행,9,|제주 호텔| 메리어트관 제주신화월드 호텔앤리조트 (서귀포시),127490,127490,0
여행,국내여행,10,"|충남 리조트| 롯데리조트 부여 (서천,부여)",91350,91350,0
여행,국내여행,11,|강원 호텔| 평창 라마다호텔&스위트 바이 윈덤 (평창),75000,75000,0
여행,국내여행,12,"|강원 호텔| 강릉 세인트존스호텔 (경포대,사천,주문진,정동진)",88000,88000,0
여행,국내여행,13,|제주 호텔| 제주 부영호텔&리조트 (서귀포시),88000,88000,0
여행,국내여행,14,(공식판매처) 에버랜드 종일/오후/나이트권(~10/31),22900,22900,50
ALL,ALL,84,고려홍삼중앙회 투데이 녹용홍삼스틱 10ml100포/대용량,29900,29900,54
ALL,ALL,85,(미)린찐 삼선 강황누룽지탕 8팩(삼선누룽지탕 8팩+강황 찹쌀누룽지 8팩),54900,54900,8
ALL,ALL,86,[스케쳐스]스케쳐스 남녀 인기 신발 고워크 / 러닝화 모음전,59200,59200,69
ALL,ALL,87,쁘띠뮤/12%중복쿠폰+가을상하복 원피스7900원,7900,7900,69
ALL,ALL,88,문경 오미 자연지애 생오미자 당절임 10kg (햇과  12L 담금통) 비정제 천연당 사용,89900,89900,0
ALL,ALL,89,[제주삼다수]제주삼다수 2L 24병/생수전문배송,23800,23800,10
ALL,ALL,90,[연세우유]연세 뼈를생각한 고칼슘두유검은콩/호두아몬드72팩,20900,20900,0
여행,국내여행,15,삼척쏠비치호텔앤리조트(강원도/삼척/호텔예약),135000,135000,0
여행,국내여행,16,|강원 속초시| 한화리조트 설악(한화리조트설악쏘라노/워터피아/한화설악/설악한화콘도),89000,89000,0
여행,국내여행,17,세인트존스 호텔 (강원/강릉/경포대/강릉호텔)(강원 호텔/강릉/속초/경포대),85360,85360,3
여행,국내여행,18,"|강원 리조트| 쏠비치 양양 호텔 (속초,양양,고성)",122000,122000,0
여행,국내여행,19,(카드15%할인)(당일사용불가/문자발송) 제천 해브나인스파 종일권(8/17~10/31)/리솜스파/제천스파,27000,27000,50
여행,국내여행,20,"|경북 리조트| 켄싱턴리조트 경주 (경주(보문단지,황리단길,불국사,양남,감포,안강))",63000,63000,0
여행,국내여행,21,(당일사용가능)여수 예술랜드(여수여행/트릭아이뮤지엄/조각공원/손조형물 전망대/스윙/워크/인피니티풀),23900,23900,14
여행,국내여행,22,"|부산 호텔| 파라다이스 호텔 부산 (해운대,센텀시티,재송)",234250,234250,0
ALL,ALL,91,[라벨영]쇼킹 대디크림 1+1/검버섯+기미+색소침착 제거/비타민,18000,18000,0
ALL,ALL,92,[마녀김치](국산) 마녀 깍두기5kg / 김치,18900,18900,0
ALL,ALL,93,[리큐]액체세탁세제 리큐 알카파워 2.1Lx6개(일반용)+사은품,20900,20900,15
ALL,ALL,94,요즘에/10%추가할인+가을신상/데님/슬랙스/면팬츠/3XL,9900,9900,69
ALL,ALL,95,[제주삼다수]제주삼다수 2L 12병/생수전문배송,11900,11900,11
ALL,ALL,96,황금미가 쌀 20kg 19년산 (당일도정),48900,48900,30
ALL,ALL,97,[안다르]30%+12% 역대급 안다르위크어택 Vol.1,21900,21900,43
ALL,ALL,98,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원,45000,45000,10
ALL,ALL,99,[크리넥스]크리넥스 실크소프트 250매X3입X3팩 /곽티슈,16900,16900,52
도서/음반,시/소설,1,악역의 엔딩은 죽음뿐 1~5 박스 세트  권겨을,58500,58500,0
여행,국내여행,23,(공식판매처) 에버랜드 종일이용권+Q패스 3종+1만원 상품권(9/1~9/30),55000,55000,32
여행,국내여행,24,(문자전송)충남 덕산 스플라스리솜 리솜리조트 리뉴얼 콘도 호텔 객실 덕산스파캐슬,107800,107800,0
여행,국내여행,25,"|경북 호텔| 라한셀렉트 경주(구 호텔현대 경주) (경주(보문단지,황리단길,불국사,양남,감포,안강))",130000,130000,0
여행,국내여행,26,비체팰리스(충남 호텔/보령/서산/태안),108640,108640,3
여행,국내여행,27,"|강원 리조트| 켄싱턴리조트 설악비치 (속초,양양,고성)",89900,89900,0
여행,국내여행,28,|전남 호텔| 여수 오션힐호텔 (여수),65000,65000,0
여행,국내여행,29,오크밸리리조트(강원 호텔/원주/영월/태백),105930,105930,2
여행,국내여행,30,(문자전송)충남 안면도 리솜리조트 아일랜드리솜 객실+조식2인 패키지,165900,165900,0
여행,국내여행,31,제주 오션팰리스호텔(제주 호텔/서귀포/서귀포시/중문/표선/성산),38790,38790,3
ALL,ALL,100,살림백서 주방세제1L 1+1 1종 주방세제,10900,10900,63
ALL,ALL,101,[힙]힙분유 바이오 콤비오틱 무전분2단계 600g 8통,164900,164900,0
ALL,ALL,102,[휠라키즈](베이지/핑크) 크레마 보아 자켓/FK2JKB4401X (아동 플리스 자켓).,29640,29640,24
ALL,ALL,103,[삼성전자]갤럭시S20 S10 S9 노트20 울트라 노트10 노트9 핸드폰,9660,9660,51
ALL,ALL,104,[피터젠슨]피터젠슨 티셔츠/원피스/가방/필통/신발+30%,21000,21000,70
ALL,ALL,105,[케이지커머스]바른세탁소 액체세제 라임향 2.5L 4개 세탁세제,6900,6900,65
ALL,ALL,106,9월9일(수)부터 순차배송/ 키즈 원리셈/ 원리셈 세트/TOP사고력 세트/ 단행본 세트,29840,29840,23
ALL,ALL,107,[일월](KF94/100매) 일월보건용마스크 100매+보조걸이 20개,77000,77000,2
도서/음반,시/소설,2,빨강 머리 앤의 초록지붕집 한정 세트,72000,72000,10
도서/음반,시/소설,3,(카드15%)장르문학 BEST - 녹나무의 파수꾼 심판 손 더 게스트 돌이킬 수 없는 약속 외 선택,13320,13320,0
도서/음반,시/소설,4,(카드15%할인)사이코지만 괜찮아 특별동화책 5종 /대본집 12 - 진짜진짜 얼굴을 찾아서,21600,21600,0
도서/음반,시/소설,5,아몬드  손원평,10800,10800,0
도서/음반,시/소설,6,영원의 사자들 1 2 세트  정은궐,27000,27000,0
도서/음반,시/소설,7,악몽을 먹고 자란 소년+좀비 아이+봄날의 개+손  아귀+진짜 진짜 얼굴을 찾아서 : 고문영 동화  조용,54000,54000,0
도서/음반,시/소설,8,살고 싶다는 농담 : 허지웅 에세이,14400,14400,0
도서/음반,시/소설,9,진짜 진짜 얼굴을 찾아서 : 고문영 동화  조용,10800,10800,0
여행,국내여행,32,노블피아 호텔(제주 호텔/서귀포/서귀포시/중문/표선/성산),34920,34920,3
여행,국내여행,33,|전남 펜션| 여수 하이클래스153부띠끄리조트 (여수),140000,140000,0
여행,국내여행,34,|경기 펜션| 포천 포레스트풀빌라(키즈풀빌라보유) (포천),119000,119000,0
여행,국내여행,35,|제주 호텔| 봄그리고가을 호텔&리조트 (서귀포시),42000,42000,0
여행,국내여행,36,웰리힐리파크(강원 호텔/횡성/평창/정선/리조트),58690,58690,2
여행,국내여행,37,"|강원 리조트| 쏠비치 삼척리조트 (동해,삼척,태백)",150000,150000,0
여행,국내여행,38,라마다 속초(강원 호텔/속초/강릉/양양/고성),78570,78570,3
여행,국내여행,39,|제주 호텔| 아트스테이 서귀포 하버 (서귀포시),45000,45000,0
ALL,ALL,108,적립10% M12 x DISNEY 플렉스 데님자켓 1종,69900,69900,0
ALL,ALL,109,[천지양]천지양 녹용품은 6년근홍삼진액 50mlx30포x3박스,38900,38900,0
ALL,ALL,110,[농협]보성다향미20kg/쌀20kg 상등급 백미20kg 당일도정,51900,51900,30
ALL,ALL,111,[샤오미]샤오미 Mi TV 스틱 글로벌버전 1080P(Full HD) 블랙,38100,38100,6
ALL,ALL,112,[오뚜기밥]맛있는 오뚜기밥 210g x 24개입(1박스),18900,18900,29
ALL,ALL,113,[순수연구소]지성 두피 탈모방지 어도러블 여인 샴푸 500ml,22120,22120,21
ALL,ALL,114,[다샵]3중직 벽걸이 스탠드 에어컨커버 제습기 선풍기커버,6900,6900,70
ALL,ALL,115,[잘풀리는집]잘풀리는집 따뜻한감동3겹 25m30롤 2팩/화장지/휴지,20900,20900,12
도서/음반,시/소설,10,이토록 공부가 재미있어지는 순간 : 공부에 지친 청소년들을 위한 힐링 에세이  박성혁,13500,13500,0
도서/음반,시/소설,11,스튜디오오드리 트바로티 김호중 책 에세이 자서전,15300,15300,0
도서/음반,시/소설,12,악역의 엔딩은 죽음뿐 박스 세트(블랙라벨클럽)(전5권),58500,58500,0
도서/음반,시/소설,13,[창비]창비 청소년 문학 1-94 권 페인트 아몬드 완득이 우아한 거짓말 위저드 베이커 푸른 늑대의 파수꾼 책 소설,7650,7650,0
도서/음반,시/소설,14,여주인공의 오빠를 지키는 방법 1~4 세트  킨,46800,46800,0
도서/음반,시/소설,15,(카드가 71145원) 문학수첩 - 해리포터 20주년 개정판 1-7편 옵션선택 / 판타지소설 / 해리포터시리즈,83700,83700,0
도서/음반,시/소설,16,심판  베르나르 베르베르,11520,11520,0
도서/음반,시/소설,17,나는 너를 펭랑해 : 펭수 엽서책  EBS,13500,13500,0
여행,국내여행,40,"|강원 리조트| 팜파스 리조트 (속초,양양,고성)",49000,49000,0
여행,국내여행,41,파크로쉬 리조트&웰니스(강원 호텔/정선/평창/횡성),218250,218250,3
여행,국내여행,42,휘닉스 섭지코지(제주 호텔/서귀포/서귀포시/중문/표선/성산),232800,232800,3
여행,국내여행,43,|강원 원주시| 오크밸리리조트(오크밸리/강원도원주오크밸리/원주 오크밸리/한솔오크벨리/오크벨리리조트),110000,110000,0
여행,국내여행,44,|강원 정선군| 하이원리조트(하이원/강원랜드/하이원호텔/하이원콘도/스키장/카지노/정선/카지노),67800,67800,0
여행,국내여행,45,|강원 평창군| 홀리데이인 스위트 알펜시아 평창(평창알펜시아리조트/알펜시아스키장/평창리조트),68200,68200,0
여행,국내여행,46,|강원 영월군| 동강시스타(동강/영월/가성비숙소/영월숙소/영월리조트/래프팅/동강래프팅/영월숙박),67800,67800,0
여행,국내여행,47,(문자발송)특가/알펜시아 스키 700 시즌권/락카/렌탈스페셜/스키/알펜시아/시즌권,190000,190000,0
컴퓨터/전자,컴퓨터 사업자몰,1,애플 아이패드 7세대 10.2형,1049000,1049000,0
ALL,ALL,116,(카드18%할인+5천원추가할인)비발디파크 시즌권 특가 판매,315000,315000,31
ALL,ALL,117,[크리넥스]크리넥스 3겹 데코소프트 33MX24롤 X2팩화장지/휴지,32900,32900,34
ALL,ALL,118,[카누]카누 디카페인 100T+20T,19900,19900,50
ALL,ALL,119,[토소웅]화이트닝크림1위/미백크림/기미/주근깨/잡티/흔적크림,18900,18900,67
ALL,ALL,120,바로잡은 국내산 생 바다장어 1.6kg(400g x 4팩  팩당 2-3마리),52000,52000,6
ALL,ALL,121,[카파] 남성 2020 NEW 경량다운+플리스 패키지,62100,62100,10
도서/음반,시/소설,18,마더스카페 문학동네 청소년 문고 전10권 세트,112500,112500,10
도서/음반,시/소설,19,[천재교육]2020년 천재교육 고등학교 고등 독서 자습서 (박영목 교과서편) 2~3학년,20700,20700,0
도서/음반,시/소설,20,인플루엔셜 미움받을 용기 1 2 권 행복해질 용기 나답게 살용기 아들러 심리학을 읽는 밤 오늘 행복을 쓰다,11520,11520,0
도서/음반,시/소설,21,그 환자,12600,12600,0
도서/음반,시/소설,22,카드할인+사은품) 지적 대화를 위한 넓고 얕은 지식 전3권 세트 / 지대넓얕 제로 0 1 2 채사장,46620,46620,0
도서/음반,시/소설,23,디앤씨미디어 나 혼자만 레벨업 1 2 3 4 5 6 7 8 권 만화책 소설 단행본 웹툰,10800,10800,0
도서/음반,시/소설,24,만남은 지겹고 이별은 지쳤다,12420,12420,0
여행,국내여행,48,"|서울 호텔| 롯데시티호텔 구로 (구로,금천,오류,신도림)",60160,60160,0
여행,국내여행,49,더포그레이스 호텔 앤 리조트(제주 호텔/서귀포/서귀포시/중문/표선/성산),55290,55290,3
여행,국내여행,50,한화 아쿠아플라넷 여수 입장권/종합권(아쿠아리움),17400,17400,0
여행,국내여행,51,(문자전송)충북 제천 리솜포레스트 객실+조식2인 패키지,236000,236000,0
여행,국내여행,52,20/21 포천 베어스타운 3차 시즌권,219000,219000,0
여행,국내여행,53,카사로마 호텔(제주 호텔/서귀포/서귀포시/중문/표선/성산),53260,53260,2
여행,국내여행,54,쏠비치호텔 앤 리조트진도(대명),135000,135000,0
여행,국내여행,55,|제주 호텔| 랜딩관 제주신화월드 호텔앤리조트 (서귀포시),87230,87230,0
컴퓨터/전자,컴퓨터 사업자몰,2,니콘 D750 바디,1050000,1050000,0
컴퓨터/전자,컴퓨터 사업자몰,3,니콘 D7500 바디,1030000,1030000,0
컴퓨터/전자,컴퓨터 사업자몰,4,애플 아이패드 미니 7.9 5세대 256G (LTE) 정품 /C,1035000,1035000,0
컴퓨터/전자,컴퓨터 사업자몰,5,CTO가능 | 애플 맥북프로 2019년형 MUHQ2KH/A,2106000,2106000,0
컴퓨터/전자,컴퓨터 사업자몰,6,삼성전자 삼성메모리 DDR4 8G PC4-21300 (정품),37820,37820,3
컴퓨터/전자,컴퓨터 사업자몰,7,MSI MAG B460M 박격포 (인텔B460/M-ATX),144200,144200,0
ALL,ALL,122,[동원에프앤비]동원샘물(생수) 2L x 6병 x 5팩 (총 30병),15900,15900,10
ALL,ALL,123,[소낙스]LITTLE TREES 리틀트리 종이방향제 24종 10개묶음,8900,8900,50
ALL,ALL,124,[프레시지]안심 스테이크 120g 1+1 신제품 출시 특가,13900,13900,33
ALL,ALL,125,스타스텝 가을신상 빅사이즈/원피스/티셔츠/세트,12900,12900,69
ALL,ALL,126,[제스프리]제스프리 썬골드키위 특대사이즈 3.5kg (과당 130g-140g 내외  24-26과  스푼증정 종료),30900,30900,0
ALL,ALL,127,[에스플러스][에스플러스] [트루젠] 남성 F/W 캐시미어 블랜딩 체스터 코트 6종택1,86800,86800,30
ALL,ALL,128,[마니커]도톰 한입 산적구이 1kg +1kg+포자만두,11900,11900,50
도서/음반,시/소설,25,체리새우: 비밀글입니다  [문학동네] [황영미],10350,10350,0
도서/음반,시/소설,26,애쓰지 않고 편안하게,13500,13500,0
도서/음반,시/소설,27,[우공비]2020년 신사고 우공비 초등 수학 국어 사회 과학 일일 독해 어휘 1 2 3 4 5 6 - 학년 학기,9000,9000,0
도서/음반,시/소설,28,만남은 지겹고 이별은 지쳤다 : 색과 체 산문집  색과 체,12420,12420,0
도서/음반,시/소설,29,해리포터 책 양장본 전권 시리즈 선택구매 한글판 개정판,18000,18000,0
도서/음반,시/소설,30,재무제표 모르면 주식투자 절대로 하지마라,17820,17820,0
도서/음반,시/소설,31,[EBS교육방송]2020년 EBS 뉴런 중학 국어 영어 수학 사회 과학 중등 1 2 3 - 학년 학기 상 하,10800,10800,0
도서/음반,시/소설,32,여주인공의 오빠를 지키는 방법 세트(전4권),46800,46800,0
여행,국내여행,56,"|강원 콘도| 하이원 마운틴콘도 (영월,정선)",89600,89600,0
여행,국내여행,57,|제주 호텔| 펄호텔 제주 (제주시),32000,32000,0
여행,국내여행,58,코업시티호텔 성산(제주 호텔/서귀포/서귀포시/중문/표선/성산),40650,40650,2
여행,국내여행,59,2020 롯데리조트 속초 워터파크 입장권 (~10.11),23400,23400,0
여행,국내여행,60,경주월드 9월 자유이용권 종일권/주말4시권/주중3시권 (9/2~9/30),15900,15900,0
여행,국내여행,61,(공식판매처) 9월 에버랜드 포레스트 캠프 피크닉 패키지(9월 금토일월 한정),26400,26400,0
여행,국내여행,62,|제주|뽀로로앤타요테마파크+혜택몰빵|키즈테마파크|키즈관광지,10500,10500,0
여행,국내여행,63,남양주 광릉CC 퍼블릭 골프장 그린피,30000,30000,0
컴퓨터/전자,컴퓨터 사업자몰,8,[삼성전자]삼성전자 삼성메모리 DDR4 16G PC4-21300 (정품),61590,61590,0
컴퓨터/전자,컴퓨터 사업자몰,9,잘만테크 EcoMax 500W 83+,31000,31000,0
컴퓨터/전자,컴퓨터 사업자몰,10,EOS 5D Mark IV 5D Mark 4 BODY 외,3780000,3780000,0
컴퓨터/전자,컴퓨터 사업자몰,11,[HP]HP 스펙터 노트북 AW0266tu,2087800,2087800,0
컴퓨터/전자,컴퓨터 사업자몰,12,소니 A7 III + FE2870mmKIT (ILCE-7M3K) 외,2462000,2462000,0
컴퓨터/전자,컴퓨터 사업자몰,13,FE 12-24mm F4 G (SEL1224G) 외,1788000,1788000,0
컴퓨터/전자,컴퓨터 사업자몰,14,배터리증정| 파나소닉 DC-S1 (바디) 공식판매점 /C,2990000,2990000,0
컴퓨터/전자,컴퓨터 사업자몰,15,MSI A320M-A PRO(AMD A320/M-ATX),61800,61800,0
ALL,ALL,129,[아망떼]폭신한 세미마이크로 토퍼,19900,19900,69
ALL,ALL,130,체리온 가을신상 박스롱티/빅사이즈/후드/맨투맨/바지,10900,10900,69
ALL,ALL,131,[백산수]백산수 2L 12병/생수전문배송,9800,9800,10
ALL,ALL,132,[휠라]휠라바리케이드엑스티 97 로우 1BM00838001,39000,39000,0
ALL,ALL,133,[버블트리]~160호/여아/유아/의류/아동복/주니어/원피스/레깅스,9900,9900,70
ALL,ALL,134,티탁 쓸어담는날/롱티셔츠/원피스/세트/가을/빅사이즈,5900,5900,69
ALL,ALL,135,[구글플레이](카드가능) 기프트코드 5만원 / 구글 기프트카드,48500,48500,3
컴퓨터/전자,디지털 액세서리,1,이노픽스 스탠드 태블릿 거치대 스마트폰 아이패드 탭,19800,19800,0
도서/음반,시/소설,33,아몬드 - 손원평 장편소설,10800,10800,0
도서/음반,시/소설,34,[EBS교육방송]사은+ 2020년 EBS 초등 스토리 한국사 1 + 2 세트 (전2권),19800,19800,0
도서/음반,시/소설,35,이토록 공부가 재미있어지는 순간 : 공부에 지친 청소년들을 위한 힐링 에세이 - 박성혁,13500,13500,0
도서/음반,시/소설,36, 창비  아몬드 + 페인트 2권세트 (창비청소년문학),19800,19800,0
도서/음반,시/소설,37,2020년- 동아출판 중학교 영어 2-2 평가문제집 중등 (윤정미 교과서편) 2학년 2학기,11700,11700,0
도서/음반,시/소설,38,페인트  이희영,10800,10800,0
도서/음반,시/소설,39,무엇을 위해 살죠   [은행나무] [박진영],13500,13500,0
도서/음반,시/소설,40,책구루 공부는 절대 나를 배신하지 않는다 공부머리 독서법 공부 마스터 플랜,13500,13500,0
여행,국내여행,64,|강원 삼척시| 삼척 씨스포빌 리조트(삼척숙소/삼척숙박/삼척리조트/삼척여행/강릉항/여객선),50850,50850,0
